id,title,authors,venue,year
conf/sigmod/Team95b,SHORE: COMBINING THE BEST FEATURES OF OODBMS AND FILE SYSTEMS,SHORE TEAM,SIGMOD Conference,1995
conf/vldb/IoannidisLGP96,ZOO : A DESKTOP EXPERIMENT MANAGEMENT ENVIRONMENT,"MIRON LIVNY, YANNIS E. IOANNIDIS, NAGAVAMSI PONNEKANTI, SHIVANI GUPTA",VLDB,1996
journals/sigmod/PitouraB95,A FRAMEWORK FOR PROVIDING CONSISTENT AND RECOVERABLE AGENT-BASED ACCESS TO HETEROGENEOUS IN MOBILE DATABASES,"BHARAT K. BHARGAVA, EVAGGELIA PITOURA",SIGMOD Record,1995
conf/vldb/HaasNSS95,SAMPLING-BASED ESTIMATION OF THE NUMBER OF DISTINCT VALUES OF AN ATTRIBUTE,"PETER J. HAAS, LYNNE STOKES, S. SESHADRI, JEFFREY F. NAUGHTON",VLDB,1995
journals/sigmod/Franklin98a,EDITOR'S NOTES,MICHAEL J. FRANKLIN,SIGMOD Record,1998
conf/vldb/CowleyP00,TEMPORAL INTEGRITY CONSTRAINTS WITH INDETERMINACY,"WES COWLEY, DIMITRIS PLEXOUSAKIS",VLDB,2000
conf/sigmod/BuchmannDZH95,THE REACH ACTIVE OODBMS,"ALIN DEUTSCH, JURGEN ZIMMERMANN, M. HIGA, ALEJANDRO P. BUCHMANN",SIGMOD Conference,1995
conf/vldb/BamfordBKM98,ARCHITECTURE OF ORACLE PARALLEL SERVER,"D. BUTLER, BORIS KLOTS, ROGER BAMFORD, N. MACNAUGHTON",VLDB,1998
conf/vldb/Mohan96,DWMS: DATA WAREHOUSE MANAGEMENT SYSTEM,NARENDRA MOHAN,VLDB,1996
journals/sigmod/GalianoM03,"REVIEW OF DATA ON THE WEB: FROM RELATIONAL TO SEMISTRUCTURED DATA AND XML BY SERGE ABITEBOUL, PETER BUNEMAN, AND DAN SUCIU. MORGAN KAUFMANN 1999","FERNANDO BERZAL GALIANO, NICOLAS MARIN",SIGMOD Record,2003
conf/vldb/IpeirotisG02,DISTRIBUTED SEARCH OVER THE HIDDEN WEB: HIERARCHICAL DATABASE SAMPLING AND SELECTION,"LUIS GRAVANO, PANAGIOTIS G. IPEIROTIS",VLDB,2002
conf/sigmod/LamCKNH01,RETINA: A REAL-TIME TRAFFIC NAVIGATION SYSTEM,"EDWARD CHAN, TEI-WEI KUO, S. W. NG, DICK HUNG, KAM-YIU LAM",SIGMOD Conference,2001
conf/sigmod/BrinMS97,BEYOND MARKET BASKETS: GENERALIZING ASSOCIATION RULES TO CORRELATIONS,"RAJEEV MOTWANI, SERGEY BRIN, CRAIG SILVERSTEIN",SIGMOD Conference,1997
journals/vldb/FerrariAABC02,AN AUTHORIZATION SYSTEM FOR DIGITAL LIBRARIES,"UGO CAPUOZZO, ELENA FERRARI, VIJAYALAKSHMI ATLURI, ELISA BERTINO, NABIL R. ADAM",VLDB J.,2002
conf/vldb/DavisonG94,MEMORY-CONTENTION RESPONSIVE HASH JOINS,"GOETZ GRAEFE, DIANE L. DAVISON",VLDB,1994
journals/sigmod/Chang03,A GRAPHICAL QUERY LANGUAGE FOR MOBILE INFORMATION SYSTEMS,YA-HUI CHANG,SIGMOD Record,2003
conf/sigmod/BertinoCF01,SECURING XML DOCUMENTS: THE AUTHOR-X PROJECT DEMONSTRATION,"ELISA BERTINO, ELENA FERRARI, SILVANA CASTANO",SIGMOD Conference,2001
conf/vldb/BernsteinHJRW00,PANEL: IS GENERIC METADATA MANAGEMENT FEASIBLE?,"GIO WIEDERHOLD, ERHARD RAHM, MATTHIAS JARKE, LAURA M. HAAS, PHILIP A. BERNSTEIN",VLDB,2000
conf/vldb/EvangelidisLS95,"THE HBP-TREE: A MODIFIED HB-TREE SUPPORTING CONCURRENCY, RECOVERY AND NODE CONSOLIDATION","GEORGIOS EVANGELIDIS, BETTY SALZBERG, DAVID B. LOMET",VLDB,1995
journals/vldb/ChakrabartiDAR98,"SCALABLE FEATURE SELECTION, CLASSIFICATION AND SIGNATURE GENERATION FOR ORGANIZING LARGE TEXT DATABASES INTO HIERARCHICAL TOPIC TAXONOMIES","PRABHAKAR RAGHAVAN, BYRON DOM, RAKESH AGRAWAL, SOUMEN CHAKRABARTI",VLDB J.,1998
conf/sigmod/KabraD98,EFFICIENT MID-QUERY RE-OPTIMIZATION OF SUB-OPTIMAL QUERY EXECUTION PLANS,"DAVID J. DEWITT, NAVIN KABRA",SIGMOD Conference,1998
journals/sigmod/CruzKLSWY02,RESEARCH ACTIVITIES IN DATABASE MANAGEMENT AND INFORMATION RETRIEVAL AT THE UNIVERSITY OF ILLINOIS AT CHICAGO,"A. PRASAD SISTLA, ISABEL F. CRUZ, ASHFAQ A. KHOKHAR, CLEMENT T. YU, BING LIU, OURI WOLFSON",SIGMOD Record,2002
conf/sigmod/YangWYH02,MINING LONG SEQUENTIAL PATTERNS IN A NOISY ENVIRONMENT,"WEI WANG, PHILIP S. YU, JIONG YANG, JIAWEI HAN",SIGMOD Conference,2002
conf/vldb/JagadishLS99,WHAT CAN HIERARCHIES DO FOR DATA WAREHOUSES?,"LAKS V. S. LAKSHMANAN, H. V. JAGADISH, DIVESH SRIVASTAVA",VLDB,1999
conf/vldb/BohannonLRSSS97,LOGICAL AND PHYSICAL VERSIONING IN MAIN MEMORY DATABASES,"S. SESHADRI, RAJEEV RASTOGI, ABRAHAM SILBERSCHATZ, PHILIP BOHANNON, DENNIS W. LEINBAUGH, S. SUDARSHAN",VLDB,1997
conf/sigmod/LometW98,EFFICIENT AND TRANSPARENT APPLICATION RECOVERY IN CLIENT-SERVER INFORMATION SYSTEMS,"DAVID B. LOMET, GERHARD WEIKUM",SIGMOD Conference,1998
conf/sigmod/ChaudhuriG96,OPTIMIZING QUERIES OVER MULTIMEDIA REPOSITORIES,"LUIS GRAVANO, SURAJIT CHAUDHURI",SIGMOD Conference,1996
journals/sigmod/MaelbranckeO95,OPTIMIZING JAN JANNINK'S IMPLEMENTATION OF B+-TREE DELETION,"H. OLIVIE, R. MAELBRANCKE",SIGMOD Record,1995
conf/sigmod/BouguettayaBH99,"WORLD WIDE DATABASE - INTEGRATING THE WEB, CORBA, AND DATABASES","KEVIN SMITH, ATHMAN BOUGUETTAYA, MOURAD OUZZANI, JAMES BEARD, LILY HENDRA, BOUALEM BENATALLAH",SIGMOD Conference,1999
conf/vldb/LingLL00,HIERARCHICAL COMPACT CUBE FOR RANGE-MAX QUERIES,"HUA-GANG LI, SIN YEUNG LEE, TOK WANG LING",VLDB,2000
conf/sigmod/ChoSG00,FINDING REPLICATED WEB COLLECTIONS,"NARAYANAN SHIVAKUMAR, JUNGHOO CHO, HECTOR GARCIA-MOLINA",SIGMOD Conference,2000
conf/sigmod/ChawatheRGW96,CHANGE DETECTION IN HIERARCHICALLY STRUCTURED INFORMATION,"JENNIFER WIDOM, SUDARSHAN S. CHAWATHE, HECTOR GARCIA-MOLINA, ANAND RAJARAMAN",SIGMOD Conference,1996
conf/sigmod/CruzALRZ97,DELAUNAY: A DATABASE VISUALIZATION SYSTEM,"KIRBY ZHANG, ISABEL F. CRUZ, MICHAEL AVERBUCH, WENDY T. LUCAS, MELISSA RADZYMINSKI",SIGMOD Conference,1997
journals/tods/StolboushkinT98,SAFE STRATIFIED DATALOG WITH INTEGER ORDER DOES NOT HAVE SYNTAX,"ALEXEI P. STOLBOUSHKIN, MICHAEL A. TAITSLIN",ACM Trans. Database Syst.,1998
journals/sigmod/Huyn01,DATA ANALYSIS AND MINING IN THE LIFE SCIENCES,NAM HUYN,SIGMOD Record,2001
journals/sigmod/LacroixB03,REPORT ON THE FIRST INTERNATIONAL WORKSHOP AN EFFICIENT WEB-BASED INFORMATION SYSTEMS,"OMAR BOUCELMA, ZOE LACROIX",SIGMOD Record,2003
journals/vldb/Baumann94,MANAGEMENT OF MULTIDIMENSIONAL DISCRETE DATA,PETER BAUMANN,VLDB J.,1994
journals/sigmod/Bussche00,CONSTRAINT DATABASES: A TUTORIAL INTRODUCTION,JAN VAN DEN BUSSCHE,SIGMOD Record,2000
journals/sigmod/X94b,CALLS FOR PAPERS / ANNOUNCEMENTS,?,SIGMOD Record,1994
journals/sigmod/Aberer03a,"REPORT ON THE FIRST INTERNATIONAL CONFERENCE ON ONTOLOGIES, DATABASES AND APPLICATIONS OF SEMANTICS",KARL ABERER,SIGMOD Record,2003
journals/sigmod/Naughton00,SIGMOD'2000 PROGRAM CHAIR'S MESSAGE,JEFFREY F. NAUGHTON,SIGMOD Record,2000
conf/sigmod/2003,"PROCEEDINGS OF THE 2003 ACM SIGMOD INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA, SAN DIEGO, CALIFORNIA, USA, JUNE 9-12, 2003",?,SIGMOD Conference,2003
journals/sigmod/JensenCEGHJ94,A CONSENSUS GLOSSARY OF TEMPORAL DATABASE CONCEPTS,"SHASHI K. GADIA, CHRISTIAN S. JENSEN, PATRICK J. HAYES, RAMEZ ELMASRI, SUSHIL JAJODIA, JAMES CLIFFORD",SIGMOD Record,1994
conf/vldb/HuangJR97,SPATIAL JOINS USING R-TREES: BREADTH-FIRST TRAVERSAL WITH GLOBAL OPTIMIZATIONS,"NING JING, YUN-WU HUANG, ELKE A. RUNDENSTEINER",VLDB,1997
conf/sigmod/Toyama98,SUPERSQL: AN EXTENDED SQL FOR DATABASE PUBLISHING AND PRESENTATION,MOTOMICHI TOYAMA,SIGMOD Conference,1998
journals/vldb/VerykiosME03,A BAYESIAN DECISION MODEL FOR COST OPTIMAL RECORD MATCHING,"GEORGE V. MOUSTAKIDES, VASSILIOS S. VERYKIOS, MOHAMED G. ELFEKY",VLDB J.,2003
conf/vldb/GoyalHSS95,INDEX CONCURRENCY CONTROL IN FIRM REAL-TIME DATABASE SYSTEMS,"BRAJESH GOYAL, S. SESHADRI, V. SRINIVASAN, JAYANT R. HARITSA",VLDB,1995
journals/tods/BohlenJS00,TEMPORAL STATEMENT MODIFIERS,"RICHARD T. SNODGRASS, CHRISTIAN S. JENSEN, MICHAEL H. BOHLEN",ACM Trans. Database Syst.,2000
journals/sigmod/Hanson99,STATEMENT FROM THE TREASURER,ERIC N. HANSON,SIGMOD Record,1999
conf/sigmod/GoldsteinL01,"OPTIMIZING QUERIES USING MATERIALIZED VIEWS: A PRACTICAL, SCALABLE SOLUTION","PER-AKE LARSON, JONATHAN GOLDSTEIN",SIGMOD Conference,2001
conf/sigmod/BaruGLMPVC99,XML-BASED INFORMATION MEDIATION WITH MIX,"YANNIS PAPAKONSTANTINOU, RICHARD MARCIANO, CHAITANYA K. BARU, PAVEL VELIKHOV, VINCENT CHU, AMARNATH GUPTA, BERTRAM LUDASCHER",SIGMOD Conference,1999
conf/vldb/Keogh02,EXACT INDEXING OF DYNAMIC TIME WARPING,EAMONN J. KEOGH,VLDB,2002
conf/vldb/SchieferKBLF98,IBM'S DB2 UNIVERSAL DATABASE DEMONSTRATIONS AT VLDB'98,"K. BERNHARD SCHIEFER, KAREN BRANNON, GUY M. LOHMAN, GENE FUH, JIM KLEEWEIN",VLDB,1998
journals/tods/Bohm00,A COST MODEL FOR QUERY PROCESSING IN HIGH DIMENSIONAL DATA SPACES,CHRISTIAN BOHM,ACM Trans. Database Syst.,2000
journals/vldb/Navarro02,SEARCHING IN METRIC SPACES BY SPATIAL APPROXIMATION,GONZALO NAVARRO,VLDB J.,2002
conf/sigmod/BabcockBDM03,CHAIN : OPERATOR SCHEDULING FOR MEMORY MINIMIZATION IN DATA STREAM SYSTEMS,"BRIAN BABCOCK, SHIVNATH BABU, RAJEEV MOTWANI, MAYUR DATAR",SIGMOD Conference,2003
conf/sigmod/ShklarSKT95,INFOHARNESS: A SYSTEM FOR SEARCH AND RETRIEVAL OF HETEROGENEOUS INFORMATION,"AMIT P. SHETH, VIPUL KASHYAP, SATISH THATTE, LEON A. SHKLAR",SIGMOD Conference,1995
conf/vldb/BaulierBKS98,A DATABASE SYSTEM FOR REAL-TIME EVENT AGGREGATION IN TELECOMMUNICATION,"HENRY F. KORTH, JERRY BAULIER, ABRAHAM SILBERSCHATZ, STEPHEN BLOTT",VLDB,1998
journals/vldb/Halevy02,GUEST EDITORIAL,ALON Y. HALEVY,VLDB J.,2002
journals/sigmod/SnodgrassGIMSU98,REMINISCENCES ON INFLUENTIAL PAPERS,"HECTOR GARCIA-MOLINA, PATRICIA G. SELINGER, TOMASZ IMIELINSKI, DAVID MAIER, JEFFREY D. ULLMAN, RICHARD T. SNODGRASS",SIGMOD Record,1998
conf/sigmod/JarkeQBLMS99,IMPROVING OLTP DATA QUALITY USING DATA WAREHOUSE MECHANISMS,"MATTHIAS JARKE, DIRK LEHMANN, GUNTER MICHALK, GUIDO BLEES, STEFAN STRIEL, CHRISTOPH QUIX",SIGMOD Conference,1999
conf/vldb/RohmBSS02,FAS - A FRESHNESS-SENSITIVE COORDINATION MIDDLEWARE FOR A CLUSTER OF OLAP COMPONENTS,"UWE ROHM, KLEMENS BOHM, HANS-JORG SCHEK, HEIKO SCHULDT",VLDB,2002
journals/sigmod/BoucelmaCGJLL02,REPORT ON THE EDBT'02 PANEL ON SCIENTIFIC DATA INTEGRATION,"CAROLE A. GOBLE, OMAR BOUCELMA, SILVANA CASTANO, VANJA JOSIFOVSKI, ZOE LACROIX, BERTRAM LUDASCHER",SIGMOD Record,2002
conf/vldb/OzsoyogluAAOUO02,SIDEWAY VALUE ALGEBRA FOR OBJECT-RELATIONAL DATABASES,"Z. MERAL OZSOYOGLU, GULTEKIN OZSOYOGLU, ABDULLAH AL-HAMDANI, OZGUR ULUSOY, SELMA AYSE OZEL, ISMAIL SENGOR ALTINGOVDE",VLDB,2002
journals/sigmod/Cruz00,SIGMOD DIGITAL SYMPOSIUM COLLECTION (DISC) EDITOR'S MESSAGE,ISABEL F. CRUZ,SIGMOD Record,2000
conf/sigmod/KriegelBKPS03,USING SETS OF FEATURE VECTORS FOR SIMILARITY SEARCH ON VOXELIZED CAD OBJECTS,"MARTIN PFEIFLE, HANS-PETER KRIEGEL, STEFAN BRECHEISEN, PEER KROGER, MATTHIAS SCHUBERT",SIGMOD Conference,2003
journals/vldb/TsatalosSI96,THE GMAP: A VERSATILE TOOL FOR PHYSICAL DATA INDEPENDENCE,"YANNIS E. IOANNIDIS, MARVIN H. SOLOMON, ODYSSEAS G. TSATALOS",VLDB J.,1996
conf/vldb/GhoshPSH02,PLAN SELECTION BASED ON QUERY CLUSTERING,"ANTARA GHOSH, VIBHUTI S. SENGAR, JAYANT R. HARITSA, JIGNASHU PARIKH",VLDB,2002
journals/sigmod/HanBP01,WRAPPING WEB DATA INTO XML,"DAVID BUTTLER, WEI HAN, CALTON PU",SIGMOD Record,2001
journals/vldb/GrefenVA01,GLOBAL TRANSACTION SUPPORT FOR WORKFLOW MANAGEMENT SYSTEMS: FROM FORMAL SPECIFICATION TO PRACTICAL IMPLEMENTATION,"PAUL W. P. J. GREFEN, PETER M. G. APERS, JOCHEM VONK",VLDB J.,2001
conf/vldb/Orenstein98,STARTING (AND SOMETIMES ENDING) A DATABASE COMPANY,JACK A. ORENSTEIN,VLDB,1998
conf/sigmod/AnkerstBKS99,OPTICS: ORDERING POINTS TO IDENTIFY THE CLUSTERING STRUCTURE,"JORG SANDER, HANS-PETER KRIEGEL, MARKUS M. BREUNIG, MIHAEL ANKERST",SIGMOD Conference,1999
journals/tods/CasatiCPP99,SPECIFICATION AND IMPLEMENTATION OF EXCEPTIONS IN WORKFLOW MANAGEMENT SYSTEMS,"STEFANO PARABOSCHI, STEFANO CERI, FABIO CASATI, GIUSEPPE POZZI",ACM Trans. Database Syst.,1999
journals/sigmod/Eisenberg96,NEW STANDARD FOR STORED PROCEDURES IN SQL,ANDREW EISENBERG,SIGMOD Record,1996
conf/vldb/FlorescuLSY99,OPTIMIZATION OF RUN-TIME MANAGEMENT OF DATA INTENSIVE WEB-SITES,"KHALED YAGOUB, DAN SUCIU, ALON Y. LEVY, DANIELA FLORESCU",VLDB,1999
conf/sigmod/AbiteboulBCMM03,DYNAMIC XML DOCUMENTS WITH DISTRIBUTION AND REPLICATION,"IOANA MANOLESCU, SERGE ABITEBOUL, TOVA MILO, ANGELA BONIFATI, GREGORY COBENA",SIGMOD Conference,2003
conf/sigmod/TsueiPK97,DATABASE BUFFER SIZE INVESTIGATION FOR OLTP WORKLOADS (EXPERIENCE PAPER),"THIN-FONG TSUEI, ALLAN PACKER, KENG-TAI KO",SIGMOD Conference,1997
journals/sigmod/SnodgrassACFLLORRSV99,REMINISCENCES ON INFLUENTIAL PAPERS,"PATRICK VALDURIEZ, SERGE ABITEBOUL, SOPHIE CLUET, KENNETH A. ROSS, RAGHU RAMAKRISHNAN, GUY M. LOHMAN, DAVID B. LOMET, RICHARD T. SNODGRASS, GULTEKIN OZSOYOGLU, MICHAEL J. FRANKLIN, TIMOS K. SELLIS",SIGMOD Record,1999
conf/sigmod/MankuRL99,RANDOM SAMPLING TECHNIQUES FOR SPACE EFFICIENT ONLINE COMPUTATION OF ORDER STATISTICS OF LARGE DATASETS,"SRIDHAR RAJAGOPALAN, BRUCE G. LINDSAY, GURMEET SINGH MANKU",SIGMOD Conference,1999
journals/vldb/Ozsu03,NEW PARTNERSHIP WITH ACM AND UPDATE ON THE JOURNAL,M. TAMER OZSU,VLDB J.,2003
conf/sigmod/BressanGOT00,INTEGRATING REPLACEMENT POLICIES IN STORM: AN EXTENSIBLE APPROACH,"STEPHANE BRESSAN, KIAN-LEE TAN, BENG CHIN OOI, CHONG LENG GOH",SIGMOD Conference,2000
conf/sigmod/Ivinskis95,HIGH AVAILABILITY OF COMMERCIAL APPLICATIONS,KESTUTIS IVINSKIS,SIGMOD Conference,1995
conf/vldb/RamakrishnanR96,MODELING DESIGN VERSIONS,"D. JANAKI RAM, R. RAMAKRISHNAN",VLDB,1996
conf/sigmod/BerchtoldK98,"HIGH-DIMENSIONAL INDEX STRUCTURES, DATABASE SUPPORT FOR NEXT DECADE'S APPLICATIONS (TUTORIAL)","DANIEL A. KEIM, STEFAN BERCHTOLD",SIGMOD Conference,1998
conf/sigmod/ChoALS03,LOCKX: A SYSTEM FOR EFFICIENTLY QUERYING SECURE XML,"SUNGRAN CHO, LAKS V. S. LAKSHMANAN, DIVESH SRIVASTAVA, SIHEM AMER-YAHIA",SIGMOD Conference,2003
journals/sigmod/Winslett02a,DAVID DEWITT SPEAKS OUT,MARIANNE WINSLETT,SIGMOD Record,2002
conf/sigmod/AndersonAF98,ORACLE RDB'S RECORD CACHING MODEL,"RICHARD FRANK, GOPALAN ARUN, RICHARD ANDERSON",SIGMOD Conference,1998
conf/sigmod/Agarwal96,A SUPER SCALAR SORT ALGORITHM FOR RISC PROCESSORS,RAMESH C. AGARWAL,SIGMOD Conference,1996
journals/tods/GraefeC95,FAST ALGORITHMS FOR UNIVERSAL QUANTIFICATION IN LARGE DATABASES,"GOETZ GRAEFE, RICHARD L. COLE",ACM Trans. Database Syst.,1995
journals/sigmod/Snodgrass99a,CHAIR'S MESSAGE,RICHARD T. SNODGRASS,SIGMOD Record,1999
conf/vldb/TsurAADKW01,ARE WEB SERVICES THE NEXT REVOLUTION IN E-COMMERCE? (PANEL),"UMESHWAR DAYAL, GERHARD WEIKUM, RAKESH AGRAWAL, JOHANNES KLEIN, SHALOM TSUR, SERGE ABITEBOUL",VLDB,2001
conf/vldb/LuL00,DECISION TABLES: SCALABLE CLASSIFICATION EXPLORING RDBMS CAPABILITIES,"HONGYAN LIU, HONGJUN LU",VLDB,2000
conf/sigmod/RaoR98,REUSING INVARIANTS: A NEW STRATEGY FOR CORRELATED QUERIES,"JUN RAO, KENNETH A. ROSS",SIGMOD Conference,1998
conf/vldb/CarusoCGLM00,TELCORDIA'S DATABASE RECONCILIATION AND DATA QUALITY ANALYSIS TOOL,"MUNIR COCHINWALA, FRANCESCO CARUSO, PAOLO MISSIER, UMA GANAPATHY, GAIL LALK",VLDB,2000
conf/vldb/ChatziantoniouR97,GROUPWISE PROCESSING OF RELATIONAL QUERIES,"KENNETH A. ROSS, DAMIANOS CHATZIANTONIOU",VLDB,1997
journals/vldb/FiebigHKMNSW02,ANATOMY OF A NATIVE XML BASE MANAGEMENT SYSTEM,"THORSTEN FIEBIG, TILL WESTMANN, ROBERT SCHIELE, GUIDO MOERKOTTE, CARL-CHRISTIAN KANNE, JULIA NEUMANN, SVEN HELMER",VLDB J.,2002
conf/sigmod/LiuPBHPT00,AQR-TOOLKIT: AN ADAPTIVE QUERY ROUTING MIDDLEWARE FOR DISTRIBUTED DATA INTENSIVE SYSTEMS,"HENRIQUE PAQUES, WEI TANG, CALTON PU, WEI HAN, LING LIU, DAVID BUTTLER",SIGMOD Conference,2000
journals/vldb/BraumandlKKKKSS01,OBJECTGLOBE: UBIQUITOUS QUERY PROCESSING ON THE INTERNET,"STEFAN SELTZSAM, DONALD KOSSMANN, MARKUS KEIDL, REINHARD BRAUMANDL, ALEXANDER KREUTZ, KONRAD STOCKER, ALFONS KEMPER",VLDB J.,2001
journals/sigmod/PaepckeGRC00,BEYOND DOCUMENT SIMILARITY: UNDERSTANDING VALUE-BASED SEARCH AND BROWSING TECHNOLOGIES,"GERARD RODRIGUEZ-MULA, ANDREAS PAEPCKE, JUNGHOO CHO, HECTOR GARCIA-MOLINA",SIGMOD Record,2000
conf/sigmod/WodtkeWWDM97,THE MENTOR WORKBENCH FOR ENTERPRISE-WIDE WORKFLOW MANAGEMENT,"JEANINE WEISSENFELS, DIRK WODTKE, ANGELIKA KOTZ DITTRICH, GERHARD WEIKUM, PETER MUTH",SIGMOD Conference,1997
conf/sigmod/GravanoGT94,THE EFFECTIVENESS OF GLOSS FOR THE TEXT DATABASE DISCOVERY PROBLEM,"LUIS GRAVANO, ANTHONY TOMASIC, HECTOR GARCIA-MOLINA",SIGMOD Conference,1994
conf/vldb/Shaw98,TECHNOLOGY AND THE FUTURE OF COMMERCE AND FINANCE (ABSTRACT),DAVID ELLIOT SHAW,VLDB,1998
conf/vldb/FlorescuKLP97,USING PROBABILISTIC INFORMATION IN DATA INTEGRATION,"ALON Y. LEVY, DANIELA FLORESCU, DAPHNE KOLLER",VLDB,1997
conf/sigmod/ChaudhuriGN02,COMPRESSING SQL WORKLOADS,"SURAJIT CHAUDHURI, ASHISH KUMAR GUPTA, VIVEK R. NARASAYYA",SIGMOD Conference,2002
conf/vldb/KraftSRM03,COARSE-GRAINED OPTIMIZATION: TECHNIQUES FOR REWRITING SQL STATEMENT SEQUENCES,"BERNHARD MITSCHANG, TOBIAS KRAFT, HOLGER SCHWARZ, RALF RANTZAU",VLDB,2003
journals/vldb/KraissW98,INTEGRATED DOCUMENT CACHING AND PREFETCHING IN STORAGE HIERARCHIES BASED ON MARKOV-CHAIN PREDICTIONS,"ACHIM KRAISS, GERHARD WEIKUM",VLDB J.,1998
journals/sigmod/Konig-RiesMMPPRSVW02,REPORT ON THE NSF WORKSHOP ON BUILDING AN INFRASTRUCTURE FOR MOBILE AND WIRELESS SYSTEMS,"OURI WOLFSON, S. A. M. MAKKI, KIA MAKKI, CHARLES E. PERKINS, BIRGITTA KONIG-RIES, PETER L. REIHER, NIKI PISSINOU, PETER SCHEUERMANN, JARI VEIJALAINEN",SIGMOD Record,2002
conf/sigmod/Stonebraker98,ARE WE WORKING ON THE RIGHT PROBLEMS? (PANEL),MICHAEL STONEBRAKER,SIGMOD Conference,1998
conf/vldb/X00,"ORDERING INFORMATION, CONFERENCE ORGANIZERS, PROGRAM COMMITTEES, ADDITIONAL REVIEWERS, ADDITIONAL DEMONSTRATIONS REVIEWERS, SPONSORS, VLDB ENDOWMENT, PREFACE, FOREWORD",?,VLDB,2000
journals/tods/MayL02,UNDERSTANDING THE GLOBAL SEMANTICS OF REFERENTIAL ACTIONS USING LOGIC RULES,"WOLFGANG MAY, BERTRAM LUDASCHER",ACM Trans. Database Syst.,2002
journals/vldb/MuthOPW00,THE LHAM LOG-STRUCTURED HISTORY DATA ACCESS METHOD,"GERHARD WEIKUM, PATRICK E. O'NEIL, PETER MUTH, ACHIM PICK",VLDB J.,2000
journals/vldb/OzsuPSILM95,TIGUKAT: A UNIFORM BEHAVIORAL OBJECTBASE MANAGEMENT SYSTEM,"RANDAL J. PETERS, M. TAMER OZSU, BOMAN IRANI, ADRIANA MUNOZ, ANNA LIPKA, DUANE SZAFRON",VLDB J.,1995
conf/sigmod/ChangBCLLS00,THE ONION TECHNIQUE: INDEXING FOR LINEAR OPTIMIZATION QUERIES,"CHUNG-SHENG LI, VITTORIO CASTELLI, LAWRENCE D. BERGMAN, JOHN R. SMITH, YUAN-CHI CHANG, MING-LING LO",SIGMOD Conference,2000
conf/sigmod/NatsevRS99,WALRUS: A SIMILARITY RETRIEVAL ALGORITHM FOR IMAGE DATABASES,"RAJEEV RASTOGI, KYUSEOK SHIM, APOSTOL NATSEV",SIGMOD Conference,1999
conf/sigmod/Ullman03,IMPROVING THE EFFICIENCY OF DATABASE-SYSTEM TEACHING,JEFFREY D. ULLMAN,SIGMOD Conference,2003
journals/sigmod/FengJH01,TOWARDS KNOWLEDGE-BASED DIGITAL LIBRARIES,"MANFRED A. JEUSFELD, LING FENG, JEROEN HOPPENBROUWERS",SIGMOD Record,2001
conf/sigmod/Galindo-Legaria94,OUTERJOINS AS DISJUNCTIONS,CESAR A. GALINDO-LEGARIA,SIGMOD Conference,1994
conf/vldb/Dyreson96,INFORMATION RETRIEVAL FROM AN INCOMPLETE DATA CUBE,CURTIS E. DYRESON,VLDB,1996
conf/vldb/DagevilleZ02,SQL MEMORY MANAGEMENT IN ORACLE9I,"MOHAMED ZAIT, BENOIT DAGEVILLE",VLDB,2002
conf/vldb/ZhangL98,BUFFERING AND READ-AHEAD STRATEGIES FOR EXTERNAL MERGESORT,"PER-AKE LARSON, WEIYE ZHANG",VLDB,1998
conf/sigmod/ChaudhuriMN98,RANDOM SAMPLING FOR HISTOGRAM CONSTRUCTION: HOW MUCH IS ENOUGH?,"VIVEK R. NARASAYYA, RAJEEV MOTWANI, SURAJIT CHAUDHURI",SIGMOD Conference,1998
journals/vldb/PapadiasS94,QUALITATIVE REPRESENTATION OF SPATIAL KNOWLEDGE IN TWO-DIMENSIONAL SPACE,"DIMITRIS PAPADIAS, TIMOS K. SELLIS",VLDB J.,1994
conf/sigmod/GuptaLM03,BIRN-M: A SEMANTIC MEDIATOR FOR SOLVING REAL-WORLD NEUROSCIENCE PROBLEMS,"BERTRAM LUDASCHER, MARYANN E. MARTONE, AMARNATH GUPTA",SIGMOD Conference,2003
conf/vldb/DattaDTVRF01,A COMPARATIVE STUDY OF ALTERNATIVE MIDDLE TIER CACHING SOLUTIONS TO SUPPORT DYNAMIC WEB CONTENT ACCELERATION,"ANINDYA DATTA, KAUSHIK DUTTA, HELEN M. THOMAS, DEBRA E. VANDERMEER, KRITHI RAMAMRITHAM, DAN FISHMAN",VLDB,2001
conf/vldb/MeoPC96,A NEW SQL-LIKE OPERATOR FOR MINING ASSOCIATION RULES,"GIUSEPPE PSAILA, STEFANO CERI, ROSA MEO",VLDB,1996
conf/sigmod/Mohan02,TUTORIAL: APPLICATION SERVERS AND ASSOCIATED TECHNOLOGIES,C. MOHAN,SIGMOD Conference,2002
conf/vldb/BettiniJWW02,PROVISIONS AND OBLIGATIONS IN POLICY MANAGEMENT AND SECURITY APPLICATIONS,"XIAOYANG SEAN WANG, DUMINDA WIJESEKERA, CLAUDIO BETTINI, SUSHIL JAJODIA",VLDB,2002
